"","id","evidence","claim","label","topic_ip","question"
"9459",4715,"We identified a total of 17 patients who received IV vitamin C for COVID-19. The inpatient mortality rate in this series was 12% with 17.6% rates of intubation and mechanical ventilation. We noted a significant decrease in inflammatory markers, including ferritin and D-dimer, and a trend to decreasing FiO2 requirements, after vitamin C administration. ","there is a link between [vitamin K] deficiency and the worst coronavirus outcomes","Neutral",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"9460",3977,"ecological investigation on 51 countries including 408,748 participants, analyses indicated no correlation between vitamin D levels and recovery rate (r= 0.041) as well as mortality rate (r=-0.073) globally.","Vitamin D can keep exposure to COVID-19 from becoming an infection that can cause you and other people harm","Refutes",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"9461",11809,"A confirmed SARS-CoV-2 infection substantially increased the probability of death across all patient groups, ranging from nine (6 to 15) times the population mortality in 35-year old infected females to a 53-fold increase (46 to 59) for 95 year old infected males. The highest relative risks were observed among males and older patients.","Covid-19 seems to most seriously affect older people, particularly those with pre-existing conditions such as heart disease, lung disease and diabetes.","Supports",21,"what are the mortality rates overall and in specific populations"
"9462",9931,"Surgeons and perioperative teams at risk for contracting COVID-19 should use appropriate personal protective equipment (PPE), including N95 respirators or powered air-purifying respirators (PAPRs), when risk of viral spread is high.","We do not recommend people wear masks to prevent transmitting the covid-19 if you do not have symptoms.","Refutes",125,"Does a surgical mask help avoid COVID-19?"
"9463",9605,"Epidemiological, clinical and immunological studies from COVID-19 recovered patients are particularly important to understand the disease and to prepare better for potential outbreaks in the future.","person who has recovered from COVID-19 can safely see friends and family again 10 days after a positive test was administered.","Neutral",114,"Can people recover from COVID-19?"
"9464",2949,"Preliminary clinical evidence from China and France showed significant virological and clinical benefit in HCQ-treated patients, while other studies, mostly including critically ill patients, did not show favorable results.","the covid-19 is a us biological weapon to reduce the planet's population","Neutral",28,"does hydroxychloroquine treat COVID-19?"
"9465",12273,"the association between DM and COVID-19-induced severe complications is still unclear","Diabetes more than doubles a person's risk of dying from coronavirus","Refutes",24,"what kinds of complications related to COVID-19 are associated with diabetes"
"9466",227,"Covid19 infection began in Wuhan (Hubei, China) in December, 2019.","The novel coronavirus is a zoonotic disease, meaning an infection that can jump between different species","Neutral",1,"what is the origin of COVID-19"
"9467",8283,"It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).","Wearing a face mask keeps me from spreading the virus, so I don't need to worry about getting close to others","Refutes",82,"Can face masks protect me from the coronavirus disease?"
"9468",2204,"the centralized social distancing is necessary to minimize the pandemic spreading.","There are many things we can do to prevent the spread of COVID-19 (coronavirus): washing our hands, coughing into our elbows, avoiding touching our faces, staying home if we're feeling sick and social distancing.","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"9469",11794,"among patients who were diagnosed with COVID-19, ACEI/ARB use was not associated with increased risk of hospital admission.","It's unclear why taking an ACE inhibitor or an ARB might curb Covid-19","Neutral",20,"are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?"
"9470",11082,"We found no direct high quality evidence on whether N95 respirators are better than surgical masks for HCWs protection from SARS-CoV-2.","There is no scientific evidence to say that masks are effective","Refutes",18,"what are the best masks for preventing infection by Covid-19?"
"9471",8971,"we serially analysed immune responses in 113 COVID-19 patients with moderate (non-ICU) and severe (ICU) disease.","People who have recovered from COVID-19 can safely interact with others for three months","Neutral",93,"Are you immune to COVID-19 after recovering from it?"
"9472",4417,"Notably, masks are found to be useful with respect to both preventing illness in healthy persons and preventing asymptomatic transmission. Hypothetical mask adoption scenarios, for Washington and New York state, suggest that immediate near universal (80%) adoption of moderately (50%) effective masks could prevent on the order of 17--45% of projected deaths over two months in New York, while decreasing the peak daily death rate by 34--58%, absent other changes in epidemic dynamics. Even very weak masks (20% effective) can still be useful if the underlying transmission rate is relatively low or decreasing: In Washington, where baseline transmission is much less intense, 80% adoption of such masks could reduce mortality by 24--65% (and peak deaths 15--69%), compared to 2--9% mortality reduction in New York (peak death reduction 9--18%).","If you decide to engage in public activities, continue to protect yourself by practicing everyday preventive actions.; Keep these items on hand when venturing out: a mask, tissues, and a hand sanitizer with at least 60% alcohol, if possible.","Supports",44,"How much impact do masks have on preventing the spread of the COVID-19?"
"9473",8221,"Together, this study suggested that medical masks are adequate for use on most social occasions, and both medical masks and N95 masks can be reused for a few days with steam decontamination between use.","A face shield is a clear plastic shield covering the entire front of the face, and people are wondering if it offers better protection against the coronavirus than a face mask","Neutral",82,"Can face masks protect me from the coronavirus disease?"
